Symbol,Crawl_DividendCash,Crawl_DividendShares,DividendCash,DividendShares,Total
SHV,1,1,1,0,3
SI6,1,1,0,1,3
SIG,1,1,1,1,4
SIH,1,1,0,1,3
SIO,1,1,1,0,3
SIQ,1,1,1,0,3
SIS,0,0,0,0,0
SIT,1,1,1,0,3
SIV,1,1,1,1,4
SIX,1,1,0,1,3
SKC,1,1,1,1,4
SKF,1,1,0,1,3
SKN,0,0,0,0,0
SKO,0,0,0,0,0
SKS,1,1,1,0,3
SKT,1,1,1,1,4
SKY,1,1,0,1,3
SLA,0,0,0,0,0
SLB,0,0,0,0,0
SLC,1,1,1,0,3
SLH,1,1,1,0,3
SLM,0,0,0,0,0
SLR,0,0,0,0,0
SLS,0,0,0,0,0
SLX,0,0,0,0,0
SLZ,0,0,0,0,0
SM1,0,0,0,0,0
SMI,1,1,0,1,3
SMN,1,1,0,1,3
SMP,0,0,0,0,0
SMR,1,1,1,1,4
SMS,0,0,0,0,0
SNC,1,1,1,0,3
SND,1,1,1,0,3
SNG,0,0,0,0,0
SNL,1,1,1,0,3
SNS,1,1,0,1,3
SNX,0,0,0,0,0
SNZ,1,1,1,0,3
SOC,0,0,0,0,0
SOL,1,1,1,1,4
SOM,1,1,0,1,3
SOP,1,1,0,1,3
SOR,0,0,0,0,0
SOV,0,0,0,0,0
SP3,0,0,0,0,0
SP8,1,1,0,1,3
SPA,1,1,1,1,4
SPD,0,0,0,0,0
SPK,1,1,1,0,3
SPL,0,0,0,0,0
SPN,0,0,0,0,0
SPQ,0,0,0,0,0
SPT,0,0,0,0,0
SPX,1,1,0,1,3
SPZ,1,1,0,1,3
SQ2,0,0,0,0,0
SQX,0,0,0,0,0
SRG,1,1,1,0,3
SRH,1,1,1,0,3
SRI,1,1,0,1,3
SRJ,0,0,0,0,0
SRK,1,1,0,1,3
SRL,1,1,0,1,3
SRN,1,1,0,1,3
SRR,0,0,0,0,0
SRT,0,0,0,0,0
SRV,1,1,1,1,4
SRX,0,0,0,0,0
SRY,0,0,0,0,0
SRZ,0,0,0,0,0
SSG,1,1,1,0,3
SSH,0,0,0,0,0
SSL,0,0,0,0,0
SSM,1,1,1,1,4
SSR,1,1,1,0,3
SST,1,1,1,0,3
ST1,1,1,0,1,3
STA,1,1,0,1,3
STG,0,0,0,0,0
STK,1,1,0,1,3
STM,1,1,0,1,3
STN,0,0,0,0,0
STO,1,1,1,1,4
STP,0,0,0,0,0
STX,0,0,0,0,0
SUH,1,1,0,1,3
SUHN,0,0,0,0,0
SUL,1,1,1,0,3
SUM,0,0,0,0,0
SUN,1,1,1,1,4
SUV,1,1,0,1,3
SVG,1,1,0,1,3
SVL,1,1,0,1,3
SVM,0,0,0,0,0
SVR,1,1,1,0,3
SVW,1,1,1,0,3
SVY,1,1,1,0,3
SW1,1,1,0,1,3
SWF,0,0,0,0,0
SWM,1,1,1,0,3
SWP,1,1,0,1,3
SXE,1,1,1,0,3
SXG,0,0,0,0,0
SXL,1,1,1,1,4
SYA,1,1,0,1,3
SYM,1,1,1,0,3
SYR,0,0,0,0,0
SZL,1,1,0,1,3
T3D,1,1,0,1,3
T3K,0,0,0,0,0
T88,0,0,0,0,0
T92,0,0,0,0,0
TAH,1,1,1,0,3
TAL,1,1,0,1,3
TAM,1,1,0,1,3
TAR,1,1,0,1,3
TAS,0,0,0,0,0
TBA,0,0,0,0,0
TBN,0,0,0,0,0
TBR,1,1,1,0,3
TCF,1,1,1,0,3
TCG,1,1,0,1,3
TCL,1,1,1,0,3
TCO,1,1,1,0,3
TD1,1,1,0,1,3
TDO,0,0,0,0,0
TEE,0,0,0,0,0
TEG,0,0,0,0,0
TEK,1,1,0,1,3
TEM,0,0,0,0,0
TER,1,1,1,1,4
TFL,1,1,1,1,4
TG1,0,0,0,0,0
TG6,0,0,0,0,0
TGA,1,1,1,1,4
TGF,0,0,0,0,0
TGH,0,0,0,0,0
TGM,1,1,0,1,3
TGN,0,0,0,0,0
TGP,1,1,1,0,3
THL,0,0,0,0,0
THR,1,1,0,1,3
TI1,1,1,1,1,4
TIA,1,1,1,1,4
TIE,0,0,0,0,0
TIG,0,0,0,0,0
TIP,1,1,1,0,3
TKL,1,1,1,1,4
TKM,1,1,0,1,3
TLC,1,1,1,0,3
TLG,0,0,0,0,0
TLM,1,1,1,0,3
TLS,1,1,1,0,3
TLX,0,0,0,0,0
TMB,0,0,0,0,0
TMG,0,0,0,0,0
TMH,1,1,1,0,3
TMK,1,1,0,1,3
TML,1,1,1,1,4
TMR,0,0,0,0,0
TMS,0,0,0,0,0
TMT,0,0,0,0,0
TMX,0,0,0,0,0
TMZ,0,0,0,0,0
TNC,1,1,0,1,3
TNE,1,1,1,1,4
TNT,0,0,0,0,0
TNY,0,0,0,0,0
TOE,0,0,0,0,0
TON,0,0,0,0,0
TOP,1,1,1,1,4
TOR,0,0,0,0,0
TOT,1,1,1,0,3
TOU,0,0,0,0,0
TOY,1,1,1,1,4
TPC,1,1,1,1,4
TPD,1,1,0,1,3
TPG,1,1,1,1,4
TPW,0,0,0,0,0
TRA,1,1,1,0,3
TRE,0,0,0,0,0
TRJ,0,0,0,0,0
TRM,0,0,0,0,0
TRP,0,0,0,0,0
TRS,1,1,1,0,3
TRT,0,0,0,0,0
TRU,0,0,0,0,0
TRY,0,0,0,0,0
TSI,0,0,0,0,0
TSK,0,0,0,0,0
TSL,1,1,0,1,3
TSO,1,1,1,1,4
TTA,1,1,1,1,4
TTI,1,1,1,1,4
TTM,1,1,0,1,3
TTT,0,0,0,0,0
TUA,0,0,0,0,0
TVL,0,0,0,0,0
TVN,1,1,1,0,3
TWD,1,1,1,1,4
TWE,1,1,1,0,3
TWR,1,1,1,1,4
TYM,0,0,0,0,0
TYR,0,0,0,0,0
TYX,0,0,0,0,0
TZL,1,1,0,1,3
TZN,0,0,0,0,0
UBI,0,0,0,0,0
UBN,1,1,0,1,3
UCM,0,0,0,0,0
UMG,1,1,1,0,3
UNI,1,1,1,0,3
UNT,1,1,0,1,3
UOS,1,1,1,1,4
URF,1,1,1,0,3
URW,1,1,1,0,3
USL,0,0,0,0,0
USQ,1,1,1,0,3
UUL,0,0,0,0,0
UVA,0,0,0,0,0
VAL,1,1,0,1,3
VAR,1,1,0,1,3
VBC,1,1,1,0,3
VBS,0,0,0,0,0
VCX,1,1,1,0,3
VEA,1,1,1,1,4
VEE,1,1,1,0,3
VEN,0,0,0,0,0
VG1,1,1,1,0,3
VGL,1,1,1,1,4
VHM,0,0,0,0,0
VHT,0,0,0,0,0
VIA,0,0,0,0,0
VIG,1,1,1,0,3
VIP,1,1,1,1,4
VIT,1,1,1,0,3
VKA,0,0,0,0,0
VLS,1,1,1,1,4
VMG,1,1,1,1,4
VML,0,0,0,0,0
VMM,0,0,0,0,0
VMS,0,0,0,0,0
VMT,1,1,0,1,3
VN8,0,0,0,0,0
VNT,1,1,1,0,3
VOL,0,0,0,0,0
VPR,1,1,0,1,3
VR1,0,0,0,0,0
VR8,1,1,0,1,3
VRC,1,1,0,1,3
VRS,1,1,1,1,4
VRX,0,0,0,0,0
VSL,1,1,1,0,3
VSR,1,1,0,1,3
VTI,1,1,0,1,3
VTM,0,0,0,0,0
VTX,0,0,0,0,0
VUK,1,1,1,0,3
VUL,0,0,0,0,0
VVA,0,0,0,0,0
VYS,0,0,0,0,0
W2V,0,0,0,0,0
WA1,0,0,0,0,0
WA8,1,1,0,1,3
WAA,1,1,1,1,4
WAF,0,0,0,0,0
WAK,0,0,0,0,0
WAM,1,1,1,0,3
WAR,1,1,1,0,3
WAT,1,1,1,1,4
WAX,1,1,1,0,3
WBC,1,1,1,0,3
WBE,1,1,0,1,3
WBT,1,1,0,1,3
WC1,0,0,0,0,0
WC8,1,1,0,1,3
WCG,1,1,1,0,3
WCN,1,1,0,1,3
WDS,1,1,1,1,4
WEB,1,1,1,1,4
WEC,1,1,0,1,3
WEL,0,0,0,0,0
WES,1,1,1,1,4
WFL,1,1,0,1,3
WGB,1,1,1,0,3
WGN,1,1,1,0,3
WGR,0,0,0,0,0
WGX,1,1,1,1,4
WHC,1,1,1,0,3
WHF,1,1,1,1,4
WHK,0,0,0,0,0
WIA,1,1,0,1,3
WIAN,0,0,0,0,0
WIN,0,0,0,0,0
WKT,1,1,0,1,3
WLD,0,0,0,0,0
WLE,1,1,1,0,3
WMA,1,1,1,0,3
WMC,1,1,0,1,3
WMG,0,0,0,0,0
WMI,1,1,1,0,3
WML,1,1,0,1,3
WNR,1,1,1,1,4
WNX,0,0,0,0,0
WOA,0,0,0,0,0
WOR,1,1,1,0,3
WOT,0,0,0,0,0
WOW,1,1,1,1,4
WPR,1,1,1,1,4
WQG,1,1,1,0,3
WR1,0,0,0,0,0
WRK,0,0,0,0,0
WRM,1,1,0,1,3
WSI,1,1,0,1,3
WSP,0,0,0,0,0
WSR,0,0,0,0,0
WTC,1,1,1,0,3
WTL,1,1,1,0,3
WTN,1,1,1,0,3
WWG,0,0,0,0,0
WWI,0,0,0,0,0
WYX,1,1,0,1,3
WZR,1,1,1,1,4
X2M,0,0,0,0,0
X64,1,1,1,1,4
XAM,0,0,0,0,0
XF1,1,1,0,1,3
XGL,0,0,0,0,0
XPN,0,0,0,0,0
XRF,1,1,1,0,3
XRG,0,0,0,0,0
XRO,0,0,0,0,0
XST,1,1,0,1,3
XTC,0,0,0,0,0
XTE,1,1,0,1,3
YAL,1,1,1,1,4
YAR,1,1,0,1,3
YBR,0,0,0,0,0
YOJ,0,0,0,0,0
YOW,1,1,1,1,4
YPB,1,1,0,1,3
YRL,0,0,0,0,0
Z2U,0,0,0,0,0
ZAG,0,0,0,0,0
ZEO,1,1,0,1,3
ZER,0,0,0,0,0
ZEU,0,0,0,0,0
ZGL,1,1,1,1,4
ZIM,1,1,1,0,3
ZIP,1,1,0,1,3
ZLD,1,1,0,1,3
ZMI,1,1,0,1,3
ZMM,1,1,0,1,3
ZNC,0,0,0,0,0
ZNO,1,1,1,1,4
1PG,0,0,0,0,0
ONT,0,0,0,0,0
TPS,0,0,0,0,0
TQH,0,0,0,0,0
5GN,0,0,0,0,0
789,0,0,0,0,0
9SP,0,0,0,0,0
99L,0,0,0,0,0
ABS,0,0,0,0,0
ARI,0,0,0,0,0
MIG,0,0,0,0,0
AXL,0,0,0,0,0
AAD,0,0,0,0,0
AAT,0,0,0,0,0
SEP,0,0,0,0,0
ABN,0,0,0,0,0
ABF,0,0,0,0,0
ABL,0,0,0,0,0
ABO,0,0,0,0,0
AEG,0,0,0,0,0
AAB,0,0,0,0,0
ABT,0,0,0,0,0
AAA,1,1,1,0,3
AXS,0,0,0,0,0
ATY,0,0,0,0,0
ACN,0,0,0,0,0
AGO,0,0,0,0,0
ACX,0,0,0,0,0
ANH,0,0,0,0,0
ADU,0,0,0,0,0
ADB,0,0,0,0,0
ADE,0,0,0,0,0
ALS,0,0,0,0,0
ADI,0,0,0,0,0
ADQ,0,0,0,0,0
RAB,0,0,0,0,0
ADZ,0,0,0,0,0
ADL,0,0,0,0,0
AHG,0,0,0,0,0
APF,0,0,0,0,0
AES,0,0,0,0,0
AVI,0,0,0,0,0
AVT,0,0,0,0,0
AED,0,0,0,0,0
AQE,0,0,0,0,0
AEH,0,0,0,0,0
AFJ,0,0,0,0,0
AEB,0,0,0,0,0
AFY,0,0,0,0,0
AFM,0,0,0,0,0
AKI,0,0,0,0,0
AFQ,0,0,0,0,0
AOQ,0,0,0,0,0
AWM,0,0,0,0,0
AFT,0,0,0,0,0
APT,0,0,0,0,0
ACC,0,0,0,0,0
AGZ,0,0,0,0,0
AGJ,0,0,0,0,0
FCA,0,0,0,0,0
HOD,0,0,0,0,0
A1C,0,0,0,0,0
ENY,0,0,0,0,0
FIX,0,0,0,0,0
IDD,0,0,0,0,0
RSR,0,0,0,0,0
AHJ,0,0,0,0,0
AIR,0,0,0,0,0
AIG,0,0,0,0,0
AJM,0,0,0,0,0
AHH,0,0,0,0,0
AQG,0,0,0,0,0
AMV,0,0,0,0,0
AAY,0,0,0,0,0
AAI,0,0,0,0,0
AYN,0,0,0,0,0
LEP,0,0,0,0,0
ALF,0,0,0,0,0
AIH,0,0,0,0,0
AAN,0,0,0,0,0
ALN,0,0,0,0,0
A40,0,0,0,0,0
AKA,0,0,0,0,0
AHU,0,0,0,0,0
AGM,0,0,0,0,0
ANM,0,0,0,0,0
AGT,0,0,0,0,0
ALH,0,0,0,0,0
AOD,0,0,0,0,0
AGS,0,0,0,0,0
AEL,0,0,0,0,0
AZG,0,0,0,0,0
AVP,0,0,0,0,0
AWH,0,0,0,0,0
ALW,0,0,0,0,0
ASU,0,0,0,0,0
ARS,0,0,0,0,0
AOH,0,0,0,0,0
AXG,0,0,0,0,0
AEQ,0,0,0,0,0
AYS,0,0,0,0,0
AZD,0,0,0,0,0
AQO,0,0,0,0,0
AMB,0,0,0,0,0
AMZ,0,0,0,0,0
ABR,0,0,0,0,0
AOW,0,0,0,0,0
AUF,0,0,0,0,0
AXZ,0,0,0,0,0
ASC,0,0,0,0,0
AMK,0,0,0,0,0
AEC,0,0,0,0,0
AGF,0,0,0,0,0
ADP,0,0,0,0,0
AMQ,0,0,0,0,0
AAF,0,0,0,0,0
AIP,0,0,0,0,0
AHO,0,0,0,0,0
AMW,0,0,0,0,0
ANQ,0,0,0,0,0
AEK,0,0,0,0,0
ACI,0,0,0,0,0
AHR,0,0,0,0,0
ANT,0,0,0,0,0
ASJ,0,0,0,0,0
AS1,0,0,0,0,0
AQM,0,0,0,0,0
AGP,0,0,0,0,0
AGG,0,0,0,0,0
ANC,0,0,0,0,0
A01,0,0,0,0,0
AB1,0,0,0,0,0
ANJ,0,0,0,0,0
AZA,0,0,0,0,0
APP,0,0,0,0,0
HDF,0,0,0,0,0
AXM,0,0,0,0,0
AQQ,0,0,0,0,0
APR,0,0,0,0,0
AEZ,0,0,0,0,0
APO,0,0,0,0,0
APD,0,0,0,0,0
AOP,0,0,0,0,0
AZO,0,0,0,0,0
AOZ,0,0,0,0,0
APQ,0,0,0,0,0
APJ,0,0,0,0,0
AOY,0,0,0,0,0
AOJ,0,0,0,0,0
ATL,0,0,0,0,0
AQH,0,0,0,0,0
AQU,0,0,0,0,0
AQP,0,0,0,0,0
AQA,0,0,0,0,0
APB,0,0,0,0,0
AAG,0,0,0,0,0
AAH,0,0,0,0,0
ARQ,0,0,0,0,0
AAW,0,0,0,0,0
MRA,0,0,0,0,0
AXT,0,0,0,0,0
ARM,0,0,0,0,0
ARJ,0,0,0,0,0
AMR,0,0,0,0,0
AXV,0,0,0,0,0
AJS,0,0,0,0,0
AJF,0,0,0,0,0
AJP,0,0,0,0,0
AJR,0,0,0,0,0
AOE,0,0,0,0,0
ARW,0,0,0,0,0
YTS,0,0,0,0,0
AKW,0,0,0,0,0
AHY,0,0,0,0,0
ANS,0,0,0,0,0
AMJ,0,0,0,0,0
APH,0,0,0,0,0
AIO,0,0,0,0,0
AZQ,0,0,0,0,0
ASZ,0,0,0,0,0
AHA,0,0,0,0,0
ABU,0,0,0,0,0
AOM,0,0,0,0,0
AJD,0,0,0,0,0
DIG,0,0,0,0,0
APY,0,0,0,0,0
ANV,0,0,0,0,0
AAS,0,0,0,0,0
ASI,0,0,0,0,0
AKF,0,0,0,0,0
STC,0,0,0,0,0
ASS,0,0,0,0,0
AZT,0,0,0,0,0
AKR,0,0,0,0,0
AJA,0,0,0,0,0
ATE,0,0,0,0,0
AGB,0,0,0,0,0
ATI,0,0,0,0,0
ATQ,0,0,0,0,0
AKL,0,0,0,0,0
AOR,0,0,0,0,0
AGU,0,0,0,0,0
ABW,0,0,0,0,0
AUP,0,0,0,0,0
AXO,0,0,0,0,0
AQJ,0,0,0,0,0
AUD,0,0,0,0,0
AUS,0,0,0,0,0
AAX,0,0,0,0,0
AET,0,0,0,0,0
AST,0,0,0,0,0
ANE,0,0,0,0,0
AWG,0,0,0,0,0
AWT,0,0,0,0,0
AUL,0,0,0,0,0
AUU,0,0,0,0,0
AIL,0,0,0,0,0
ANB,0,0,0,0,0
AEO,0,0,0,0,0
AOK,0,0,0,0,0
AYX,0,0,0,0,0
ATF,0,0,0,0,0
APG,0,0,0,0,0
APV,0,0,0,0,0
AUO,0,0,0,0,0
GPD,0,0,0,0,0
AAZ,0,0,0,0,0
ALZ,0,0,0,0,0
ARH,0,0,0,0,0
AAK,0,0,0,0,0
ATB,0,0,0,0,0
ACO,0,0,0,0,0
ACD,0,0,0,0,0
ACH,0,0,0,0,0
ACG,0,0,0,0,0
ACY,0,0,0,0,0
AFU,0,0,0,0,0
AEN,0,0,0,0,0
AFF,0,0,0,0,0
AFN,0,0,0,0,0
AQF,0,0,0,0,0
ANI,0,0,0,0,0
AIC,0,0,0,0,0
AKS,0,0,0,0,0
AKT,0,0,0,0,0
AKU,0,0,0,0,0
AKX,0,0,0,0,0
AKY,0,0,0,0,0
AYD,0,0,0,0,0
AYH,0,0,0,0,0
AYJ,0,0,0,0,0
AYK,0,0,0,0,0
AYZ,0,0,0,0,0
AEP,0,0,0,0,0
ATN,0,0,0,0,0
XSE,0,0,0,0,0
AOG,0,0,0,0,0
AEY,0,0,0,0,0
AOI,0,0,0,0,0
API,0,0,0,0,0
APK,0,0,0,0,0
ABI,0,0,0,0,0
AOB,0,0,0,0,0
ATT,0,0,0,0,0
AFO,0,0,0,0,0
AUW,0,0,0,0,0
AZC,0,0,0,0,0
AWR,0,0,0,0,0
AIY,0,0,0,0,0
AIE,0,0,0,0,0
4WD,0,0,0,0,0
AZX,0,0,0,0,0
AVB,0,0,0,0,0
AVS,0,0,0,0,0
AVN,0,0,0,0,0
AVO,0,0,0,0,0
AYE,0,0,0,0,0
AWA,0,0,0,0,0
AWB,0,0,0,0,0
AWE,0,0,0,0,0
AWN,0,0,0,0,0
AWP,0,0,0,0,0
AWX,0,0,0,0,0
AXJ,0,0,0,0,0
AXA,0,0,0,0,0
AVQ,0,0,0,0,0
AZH,0,0,0,0,0
AZR,0,0,0,0,0
AZM,0,0,0,0,0
AZU,0,0,0,0,0
BBB,0,0,0,0,0
BAA,0,0,0,0,0
BEI,0,0,0,0,0
BNB,0,0,0,0,0
BAB,0,0,0,0,0
BDE,0,0,0,0,0
BQF,0,0,0,0,0
BMB,0,0,0,0,0
BGF,0,0,0,0,0
BRF,0,0,0,0,0
BBD,0,0,0,0,0
BND,0,0,0,0,0
BNG,0,0,0,0,0
BKC,0,0,0,0,0
BNS,0,0,0,0,0
BOS,0,0,0,0,0
BWA,0,0,0,0,0
BNK,0,0,0,0,0
BBA,0,0,0,0,0
BCO,0,0,0,0,0
BDC,0,0,0,0,0
BAR,0,0,0,0,0
BHO,0,0,0,0,0
BRM,0,0,0,0,0
BPR,0,0,0,0,0
BRH,0,0,0,0,0
BAE,0,0,0,0,0
BRC,0,0,0,0,0
BMS,0,0,0,0,0
BSO,0,0,0,0,0
BSR,0,0,0,0,0
BTU,0,0,0,0,0
BAX,0,0,0,0,0
BAY,0,0,0,0,0
BHV,0,0,0,0,0
BMW,0,0,0,0,0
BEP,0,0,0,0,0
BBJ,0,0,0,0,0
BPI,0,0,0,0,0
BCD,0,0,0,0,0
BHU,0,0,0,0,0
BDR,0,0,0,0,0
BHG,0,0,0,0,0
B3L,0,0,0,0,0
BEC,0,0,0,0,0
BGV,0,0,0,0,0
BHA,0,0,0,0,0
BLL,0,0,0,0,0
BXL,0,0,0,0,0
BNY,0,0,0,0,0
BNN,0,0,0,0,0
BNH,0,0,0,0,0
BNI,0,0,0,0,0
BNJ,0,0,0,0,0
BAL,0,0,0,0,0
BMP,0,0,0,0,0
BPB,0,0,0,0,0
BVM,0,0,0,0,0
BMX,0,0,0,0,0
BGO,0,0,0,0,0
BLT,0,0,0,0,0
BWR,0,0,0,0,0
BIH,0,0,0,0,0
BSS,0,0,0,0,0
BST,0,0,0,0,0
BCL,0,0,0,0,0
BSZ,0,0,0,0,0
BYI,0,0,0,0,0
BHF,0,0,0,0,0
BIY,0,0,0,0,0
BFI,0,0,0,0,0
BVT,0,0,0,0,0
BHL,0,0,0,0,0
BRV,0,0,0,0,0
BIG,0,0,0,0,0
BRY,0,0,0,0,0
BXP,0,0,0,0,0
BBG,0,0,0,0,0
GYB,0,0,0,0,0
BIN,0,0,0,0,0
BHI,0,0,0,0,0
BNC,0,0,0,0,0
BPO,0,0,0,0,0
BTA,0,0,0,0,0
BOP,0,0,0,0,0
BCY,0,0,0,0,0
BYP,0,0,0,0,0
BKM,0,0,0,0,0
BMD,0,0,0,0,0
BOK,0,0,0,0,0
BLR,0,0,0,0,0
BSP,0,0,0,0,0
BSW,0,0,0,0,0
BGG,0,0,0,0,0
BKL,0,0,0,0,0
BWD,0,0,0,0,0
BKD,0,0,0,0,0
BRT,0,0,0,0,0
BLK,0,0,0,0,0
BGH,0,0,0,0,0
BLV,0,0,0,0,0
BIV,0,0,0,0,0
BLE,0,0,0,0,0
BCR,0,0,0,0,0
BLA,0,0,0,0,0
BTT,0,0,0,0,0
BEG,0,0,0,0,0
BUE,0,0,0,0,0
BMK,0,0,0,0,0
BMF,0,0,0,0,0
BMU,0,0,0,0,0
BAH,0,0,0,0,0
BSG,0,0,0,0,0
BON,0,0,0,0,0
BFS,0,0,0,0,0
BBR,0,0,0,0,0
BTK,0,0,0,0,0
BTY,0,0,0,0,0
B2Y,0,0,0,0,0
BNT,0,0,0,0,0
BOW,0,0,0,0,0
BWN,0,0,0,0,0
BRP,0,0,0,0,0
BBY,0,0,0,0,0
BKN,0,0,0,0,0
BRE,0,0,0,0,0
BRD,0,0,0,0,0
BIL,0,0,0,0,0
BDL,0,0,0,0,0
BVA,0,0,0,0,0
BRZ,0,0,0,0,0
BZL,0,0,0,0,0
BRW,0,0,0,0,0
BRB,0,0,0,0,0
BPK,0,0,0,0,0
BGN,0,0,0,0,0
BNP,0,0,0,0,0
BSI,0,0,0,0,0
BDS,0,0,0,0,0
BYL,0,0,0,0,0
XQF,0,0,0,0,0
BTV,0,0,0,0,0
BCS,0,0,0,0,0
BRS,0,0,0,0,0
BBS,0,0,0,0,0
BAM,0,0,0,0,0
BRO,0,0,0,0,0
BKR,0,0,0,0,0
BHH,0,0,0,0,0
BHM,0,0,0,0,0
BAO,0,0,0,0,0
BPA,0,0,0,0,0
BZA,0,0,0,0,0
BZB,0,0,0,0,0
BBH,0,0,0,0,0
BMC,0,0,0,0,0
BHT,0,0,0,0,0
BTP,0,0,0,0,0
BTM,0,0,0,0,0
BTS,0,0,0,0,0
BTL,0,0,0,0,0
BIQ,0,0,0,0,0
BKA,0,0,0,0,0
BPF,0,0,0,0,0
BUN,0,0,0,0,0
BPS,0,0,0,0,0
BPC,0,0,0,0,0
BSD,0,0,0,0,0
BLS,0,0,0,0,0
BUC,0,0,0,0,0
BYN,0,0,0,0,0
BPG,0,0,0,0,0
CCB,0,0,0,0,0
CTZ,0,0,0,0,0
CWO,0,0,0,0,0
CWS,0,0,0,0,0
CBS,0,0,0,0,0
CGY,0,0,0,0,0
XQI,0,0,0,0,0
CAL,0,0,0,0,0
CCD,0,0,0,0,0
CGH,0,0,0,0,0
CIX,0,0,0,0,0
CLN,0,0,0,0,0
CBI,0,0,0,0,0
CBM,0,0,0,0,0
CPE,0,0,0,0,0
CTC,0,0,0,0,0
CAH,0,0,0,0,0
CDL,0,0,0,0,0
XCC,0,0,0,0,0
CBT,0,0,0,0,0
CNE,0,0,0,0,0
CNR,0,0,0,0,0
CP1,0,0,0,0,0
CPY,0,0,0,0,0
CBX,0,0,0,0,0
CPD,0,0,0,0,0
CAP,0,0,0,0,0
CZZ,0,0,0,0,0
CCY,0,0,0,0,0
CCT,0,0,0,0,0
CIL,0,0,0,0,0
