Symbol,Crawl_Price,Price,Date_Start,Date_End
CSR,1,1,04/01/2000,23/08/2023
CSS,1,1,12/12/2005,23/08/2023
CST,1,1,14/02/2020,23/08/2023
CSX,1,1,23/10/2020,23/08/2023
CT1,1,1,10/09/2010,21/08/2023
CTD,1,1,15/12/2010,23/08/2023
CTE,1,1,09/05/2002,22/08/2023
CTM,1,1,04/01/2000,23/08/2023
CTN,1,1,18/02/2010,23/08/2023
CTO,1,1,04/01/2000,23/08/2023
CTP,1,1,07/03/2006,23/08/2023
CTQ,1,1,10/01/2022,23/08/2023
CTT,1,1,29/06/2012,23/08/2023
CTV,0,0,,
CU6,1,1,25/08/2021,23/08/2023
CUE,1,1,04/01/2000,22/08/2023
CUF,1,1,13/10/2005,23/08/2023
CUL,1,1,04/01/2000,18/08/2023
CUP,1,1,22/12/2010,22/08/2023
CUS,1,1,15/09/2021,23/08/2023
CUV,1,1,29/09/2005,23/08/2023
CVC,1,1,04/01/2000,22/08/2023
CVL,1,1,06/08/2018,21/08/2023
CVN,1,1,04/01/2000,23/08/2023
CVR,1,1,17/06/2022,23/08/2023
CVV,1,1,03/11/2006,23/08/2023
CVW,1,1,11/12/2003,23/08/2023
CWP,1,1,12/01/2000,23/08/2023
CWX,1,1,14/12/2017,18/08/2023
CWY,1,1,03/05/2005,23/08/2023
CXL,1,1,08/07/2004,23/08/2023
CXM,1,1,19/07/2006,23/08/2023
CXO,1,1,11/02/2011,23/08/2023
CXU,1,1,28/01/2005,23/08/2023
CXX,0,0,,
CXZ,1,1,31/05/2010,23/08/2023
CY5,1,1,15/01/2018,23/08/2023
CYC,1,1,18/01/2007,23/08/2023
CYG,1,1,04/01/2000,23/08/2023
CYL,1,1,26/07/2006,23/08/2023
CYM,1,1,10/01/2000,20/02/2023
CYP,1,1,20/12/2007,23/08/2023
CYQ,1,1,21/11/2007,23/08/2023
CZN,1,1,30/06/2005,22/08/2023
CZR,1,1,29/08/2006,23/08/2023
D2O,1,1,16/09/2016,23/08/2023
DAF,1,1,22/09/2011,23/08/2023
DAL,1,1,28/09/2021,23/08/2023
DBF,1,1,08/02/2018,23/08/2023
DBI,1,1,08/12/2020,23/08/2023
DBO,1,1,12/10/2021,23/08/2023
DC2,1,1,10/11/2020,23/08/2023
DCC,1,1,28/06/2002,23/08/2023
DCG,1,1,22/04/2005,23/08/2023
DCL,1,1,23/12/2022,23/08/2023
DCN,1,1,14/11/2012,23/08/2023
DCX,1,1,13/12/2007,23/08/2023
DDB,1,1,06/08/2020,23/08/2023
DDH,1,1,09/03/2021,23/08/2023
DDR,1,1,24/01/2011,23/08/2023
DDT,1,1,12/01/2005,18/08/2023
DEG,1,1,03/07/2002,23/08/2023
DEL,1,1,12/04/2021,23/08/2023
DEM,1,1,07/04/2017,22/08/2023
DES,1,1,16/12/2022,22/08/2023
DEV,1,1,03/10/2000,23/08/2023
DGH,1,1,11/01/2000,21/08/2023
DGL,1,1,24/05/2021,23/08/2023
DGR,1,1,21/08/2003,23/08/2023
DHG,1,1,16/11/2017,23/08/2023
DJW,1,1,04/01/2000,23/08/2023
DKM,1,1,04/08/2014,23/08/2023
DLI,1,1,03/11/2017,23/08/2023
DLM,1,1,01/11/2021,23/08/2023
DM1,1,1,05/01/2000,23/08/2023
DMC,1,1,04/01/2000,06/07/2015
DME,1,1,24/10/2013,23/08/2023
DMG,1,1,05/08/2022,23/08/2023
DMM,1,1,29/12/2021,23/08/2023
DMP,1,1,16/05/2005,23/08/2023
DNA,1,1,23/12/2004,23/08/2023
DNK,1,1,17/10/2003,03/04/2023
DOC,1,1,04/12/2020,23/08/2023
DOR,1,1,29/09/2017,07/09/2022
DOU,1,1,06/10/2020,22/08/2023
DOW,1,1,06/01/2000,23/08/2023
DRA,1,1,09/07/2021,17/08/2023
DRE,1,1,01/03/2019,23/08/2023
DRO,1,1,22/06/2016,23/08/2023
DRR,1,1,23/10/2020,23/08/2023
DRX,1,1,22/06/2005,23/08/2023
DSE,1,1,07/01/2000,23/08/2023
DSK,1,1,02/11/2020,23/08/2023
DTC,1,1,16/10/2019,23/08/2023
DTI,1,1,09/12/2014,23/08/2023
DTL,1,1,04/01/2000,23/08/2023
DTM,1,1,10/05/2007,23/08/2023
DTR,1,1,23/06/2011,23/08/2023
DTZ,1,1,13/12/2007,23/08/2023
DUB,1,1,30/06/2000,23/08/2023
DUG,1,1,12/08/2020,23/08/2023
DUI,1,1,04/01/2000,23/08/2023
DUN,1,1,10/11/2021,22/08/2023
DUR,1,1,04/11/2020,23/08/2023
DVL,1,1,11/12/2013,23/08/2023
DVP,1,1,27/04/2007,23/08/2023
DVR,1,1,02/08/2005,18/08/2023
DXB,1,1,29/09/2005,23/08/2023
DXC,1,1,27/07/2017,23/08/2023
DXI,1,1,03/12/2013,23/08/2023
DXN,1,1,11/04/2018,23/08/2023
DXS,1,1,06/10/2004,23/08/2023
DY6,1,1,29/06/2023,23/08/2023
DYL,1,1,04/01/2000,23/08/2023
DYM,1,1,16/01/2023,23/08/2023
E25,1,1,09/11/2006,23/08/2023
E33,1,1,29/07/2021,18/08/2023
E79,1,1,07/10/2021,23/08/2023
EAX,1,1,13/10/2011,07/08/2023
EBG,1,1,04/01/2000,14/08/2023
EBO,1,1,06/12/2013,23/08/2023
EBR,1,1,04/01/2000,23/08/2023
ECF,1,1,06/12/2019,23/08/2023
ECG,1,1,28/11/2014,14/08/2023
ECL,1,1,04/01/2000,23/08/2023
ECP,1,1,14/08/2014,23/08/2023
ECS,1,1,31/05/2010,23/08/2023
ECT,1,1,19/01/2006,23/08/2023
EDC,1,1,28/02/2017,21/08/2023
EDE,1,1,06/06/2006,23/08/2023
EDU,1,1,12/05/2015,22/08/2023
EDV,1,1,24/06/2021,23/08/2023
EEG,1,1,04/01/2000,23/08/2023
EEL,1,1,01/07/2011,23/08/2023
EFE,1,1,16/05/2008,23/08/2023
EG1,1,1,11/04/2023,23/08/2023
EGG,1,1,30/04/2004,23/08/2023
EGH,1,1,01/07/2004,23/08/2023
EGL,1,1,04/01/2000,23/08/2023
EGN,1,1,14/12/2006,23/08/2023
EGR,1,1,29/10/2010,23/08/2023
EGY,1,1,04/01/2000,22/08/2023
EHE,1,1,05/12/2014,23/08/2023
EHL,1,1,28/07/2006,23/08/2023
EIQ,1,1,17/12/2010,23/08/2023
EL8,1,1,05/01/2000,23/08/2023
ELD,1,1,04/01/2000,23/08/2023
ELE,1,1,14/04/2021,23/08/2023
ELS,1,1,08/06/2017,23/08/2023
ELT,1,1,23/12/2009,23/08/2023
EM2,1,1,16/03/2018,23/08/2023
EMB,1,1,08/02/2000,08/06/2023
EMC,1,1,18/10/2006,23/08/2023
EMD,1,1,12/02/2020,23/08/2023
EME,1,1,09/09/2005,23/08/2023
EMH,1,1,19/07/2012,23/08/2023
EML,1,1,18/01/2006,23/08/2023
EMN,1,1,02/10/2018,23/08/2023
EMP,1,1,23/08/2006,23/08/2023
EMR,1,1,30/06/2006,23/08/2023
EMS,1,1,24/01/2002,23/08/2023
EMT,1,1,26/10/2010,17/08/2023
EMU,1,1,27/02/2008,23/08/2023
EMUCA,0,0,,
EMV,1,1,13/12/2018,23/08/2023
ENA,1,1,23/09/2011,23/08/2023
ENN,1,1,11/07/2014,23/08/2023
ENR,1,1,24/03/2006,23/08/2023
ENT,1,1,20/06/2007,23/08/2023
ENV,1,1,13/04/2007,23/08/2023
ENX,1,1,09/10/2013,22/08/2023
EOF,1,1,29/03/2019,21/08/2023
EOL,1,1,15/01/2007,23/08/2023
EOS,1,1,23/10/2000,23/08/2023
EP1,1,1,14/05/2018,23/08/2023
EPM,1,1,17/02/2011,23/08/2023
EPX,1,1,12/09/2006,22/08/2023
EPY,1,1,23/02/2010,23/08/2023
EQE,1,1,04/01/2000,15/03/2023
EQN,1,1,13/10/2021,21/08/2023
EQR,1,1,06/06/2006,23/08/2023
EQS,1,1,03/05/2022,18/08/2023
EQT,1,1,06/01/2000,23/08/2023
EQX,1,1,04/01/2000,18/08/2023
ERA,1,1,04/01/2000,23/08/2023
ERD,1,1,26/05/2011,23/08/2023
ERG,1,1,29/03/2006,17/08/2023
ERL,1,1,01/02/2007,23/08/2023
ERM,1,1,17/12/2007,23/08/2023
ERW,1,1,14/12/2020,23/08/2023
ESK,1,1,07/09/2012,23/08/2023
ESR,1,1,09/05/2012,23/08/2023
ESS,1,1,04/12/2003,23/08/2023
ETM,1,1,20/06/2006,23/08/2023
ETR,1,1,02/11/2006,23/08/2023
EUR,1,1,02/12/2010,23/08/2023
EV1,1,1,16/11/2021,23/08/2023
EVE,1,1,08/04/2004,23/08/2023
EVG,1,1,19/01/2018,23/08/2023
EVN,1,1,20/08/2002,23/08/2023
EVO,1,1,05/12/2014,23/08/2023
EVR,1,1,03/01/2018,23/08/2023
EVS,1,1,11/02/2008,23/08/2023
EVT,1,1,04/01/2000,23/08/2023
EVZ,1,1,04/01/2000,21/08/2023
EWC,1,1,04/01/2000,28/02/2023
EX1,1,1,18/12/2018,23/08/2023
EXL,1,1,08/01/2018,23/08/2023
EXP,1,1,27/03/2015,22/08/2023
EXR,1,1,29/09/2005,23/08/2023
EYE,1,1,07/02/2000,23/08/2023
EZL,1,1,04/01/2000,23/08/2023
EZZ,1,1,03/03/2021,23/08/2023
FAL,1,1,29/12/2021,23/08/2023
FAR,1,1,04/01/2000,23/08/2023
FAU,1,1,04/01/2000,23/08/2023
FBM,1,1,01/09/2011,23/08/2023
FBR,1,1,08/02/2001,23/08/2023
FBU,1,1,04/01/2000,23/08/2023
FCL,1,1,04/01/2000,23/08/2023
FCT,1,1,11/05/2011,23/08/2023
FDR,1,1,08/04/2022,21/08/2023
FDV,1,1,26/08/2016,23/08/2023
FEG,1,1,28/03/2022,23/08/2023
FEX,1,1,04/08/2008,23/08/2023
FFF,1,1,29/09/2005,23/08/2023
FFG,1,1,22/07/2014,23/08/2023
FFI,1,1,31/01/2000,23/08/2023
FFT,1,1,02/12/2013,23/08/2023
FFX,1,1,06/12/2006,02/12/2011
FG1,1,1,17/06/2021,22/08/2023
FGG,1,1,10/09/2015,23/08/2023
FGH,1,1,06/01/2000,23/08/2023
FGL,1,1,10/08/2004,21/08/2023
FGR,1,1,05/01/2000,23/08/2023
FGX,1,1,04/01/2000,23/08/2023
FHE,1,1,12/02/2016,23/08/2023
FHS,1,1,16/01/2017,31/01/2023
FID,1,1,20/02/2015,23/08/2023
FIN,1,1,25/05/2018,23/08/2023
FLC,1,1,18/12/2007,23/08/2023
FLN,1,1,15/11/2013,22/08/2023
FLT,1,1,04/01/2000,23/08/2023
FLX,1,1,04/01/2000,23/08/2023
FME,1,1,16/08/2007,23/08/2023
FMG,1,1,04/01/2000,23/08/2023
FML,1,1,13/09/2000,23/08/2023
FND,1,1,08/08/2001,22/08/2023
FNX,1,1,21/12/2006,23/08/2023
FOR,1,1,16/12/2016,23/08/2023
FOS,1,1,07/06/2021,23/08/2023
FPC,1,1,22/03/2017,21/08/2023
FPH,1,1,21/11/2001,23/08/2023
FPP,1,1,16/10/2017,23/08/2023
FPR,1,1,22/04/2015,23/08/2023
FRB,1,1,18/03/2021,23/08/2023
FRE,1,1,28/01/2022,23/08/2023
FRI,1,1,04/01/2000,23/08/2023
FRM,1,1,04/01/2000,23/08/2023
FRS,1,1,31/12/2003,23/08/2023
FRX,1,1,16/06/2015,16/08/2023
FSA,1,1,11/01/2001,22/08/2023
FSF,1,1,30/11/2012,23/08/2023
FSG,1,1,26/04/2005,23/08/2023
FSI,1,1,20/12/2000,23/08/2023
FTC,1,1,27/11/2012,11/08/2023
FTL,1,1,13/04/2022,23/08/2023
FTZ,1,1,02/09/2013,23/08/2023
FWD,1,1,04/01/2000,23/08/2023
FXG,1,1,31/01/2022,23/08/2023
FYI,1,1,04/01/2000,23/08/2023
FZR,1,1,04/01/2000,23/08/2023
G1A,1,1,07/09/2017,23/08/2023
G50,1,1,06/08/2021,22/08/2023
G6M,1,1,04/01/2000,23/08/2023
G88,1,1,19/06/2017,23/08/2023
GAL,1,1,07/06/2007,23/08/2023
GAP,1,1,14/12/2000,23/08/2023
GAS,1,1,10/10/2017,23/08/2023
GBE,1,1,09/12/2005,23/08/2023
GBR,1,1,18/11/2016,23/08/2023
GBZ,1,1,24/10/2007,22/08/2023
GC1,1,1,21/08/2015,23/08/2023
GCI,1,1,25/05/2018,23/08/2023
GCM,1,1,15/11/2007,23/08/2023
GCR,1,1,18/02/2022,23/08/2023
GCX,1,1,27/06/2022,14/08/2023
GCY,0,0,,
GDA,1,1,13/12/2006,23/08/2023
GDC,1,1,14/04/2000,23/08/2023
GDF,1,1,02/07/2015,23/08/2023
GDG,1,1,11/12/2007,22/08/2023
GDI,1,1,17/12/2013,23/08/2023
GED,1,1,04/01/2000,23/08/2023
GEM,1,1,05/12/2007,23/08/2023
GEN,1,1,10/03/2021,23/08/2023
GES,1,1,27/10/2009,22/08/2023
GFL,1,1,16/05/2006,23/08/2023
GGE,1,1,29/01/2004,21/08/2023
GGX,1,1,13/05/2005,23/08/2023
GHY,1,1,13/01/2023,23/08/2023
GIB,1,1,01/07/2008,23/08/2023
GL1,1,1,06/05/2021,23/08/2023
GLA,1,1,27/06/2006,23/08/2023
GLB,1,1,24/05/2001,23/08/2023
GLE,1,1,14/12/2005,21/08/2023
GLH,1,1,04/04/2000,21/08/2023
GLL,1,1,04/01/2000,23/08/2023
GLN,1,1,08/06/2011,23/08/2023
GLV,1,1,15/07/2009,23/08/2023
GMD,1,1,02/08/2007,23/08/2023
GMG,1,1,02/02/2005,23/08/2023
GML,1,1,20/03/2018,23/08/2023
GMN,1,1,02/09/2011,23/08/2023
GMR,1,1,29/09/2005,23/08/2023
GNC,1,1,04/01/2000,23/08/2023
GNE,1,1,17/04/2014,23/08/2023
GNG,1,1,19/04/2011,23/08/2023
GNM,1,1,10/07/2007,23/08/2023
GNP,1,1,14/12/2020,23/08/2023
GNX,1,1,08/07/2015,23/08/2023
GO2,1,1,31/10/2017,03/04/2023
GOR,1,1,04/07/2006,23/08/2023
GOW,1,1,04/01/2000,23/08/2023
GOZ,1,1,04/07/2007,23/08/2023
GPR,1,1,09/05/2006,22/08/2023
GPS,0,0,,
GPT,1,1,04/01/2000,23/08/2023
GQG,1,1,26/10/2021,23/08/2023
GRE,1,1,04/01/2022,23/08/2023
GRL,1,1,18/12/2019,23/08/2023
GRLN,0,0,,
GRR,1,1,04/01/2000,23/08/2023
GRV,1,1,05/01/2000,23/08/2023
GRX,1,1,24/10/2005,23/08/2023
GSM,1,1,08/11/2018,23/08/2023
GSN,1,1,14/04/2011,23/08/2023
GSR,1,1,12/12/2000,23/08/2023
GSS,1,1,31/03/2015,23/08/2023
GT1,1,1,10/11/2021,23/08/2023
GTE,1,1,05/06/2007,22/08/2023
GTG,1,1,04/01/2000,23/08/2023
GTI,1,1,17/07/2008,21/08/2023
GTK,1,1,25/06/2014,23/08/2023
GTN,1,1,01/06/2016,22/08/2023
GTR,1,1,10/08/2007,23/08/2023
GUD,1,1,04/01/2000,23/08/2023
GUL,1,1,04/01/2000,07/08/2023
GVF,1,1,21/07/2014,23/08/2023
GW1,1,1,20/10/2005,23/08/2023
GWA,1,1,04/01/2000,23/08/2023
GWR,1,1,24/12/2004,23/08/2023
H2G,1,1,13/01/2000,23/08/2023
HAL,1,1,26/04/2022,23/08/2023
HAR,1,1,27/01/2022,15/08/2023
HAS,1,1,20/02/2008,23/08/2023
HAV,1,1,21/03/2002,23/08/2023
HAW,1,1,29/09/2005,21/08/2023
HCD,1,1,21/04/2006,23/08/2023
HCF,1,1,25/10/2022,21/08/2023
HCH,1,1,03/05/2010,23/08/2023
HCT,1,1,26/02/2004,21/08/2023
HCW,1,1,06/09/2021,23/08/2023
HDN,1,1,23/11/2020,23/08/2023
HE8,1,1,20/10/2010,23/08/2023
HFR,1,1,07/02/2012,23/08/2023
HFY,1,1,12/01/2017,22/08/2023
HGH,1,1,01/11/2018,23/08/2023
HGL,1,1,04/01/2000,06/07/2023
HGO,1,1,21/02/2003,23/08/2023
HGV,1,1,22/01/2015,23/08/2023
HHR,1,1,16/10/2019,23/08/2023
HIL,0,0,,
HIO,1,1,14/11/2007,23/08/2023
HIQ,1,1,16/06/2021,21/08/2023
HIT,1,1,17/04/2000,23/08/2023
HLA,1,1,11/09/2018,23/08/2023
HLI,1,1,20/05/2014,23/08/2023
HLO,1,1,13/09/2000,23/08/2023
HLS,1,1,05/01/2000,23/08/2023
HLX,1,1,04/01/2000,23/08/2023
HM1,1,1,14/11/2018,23/08/2023
HMC,1,1,14/10/2019,23/08/2023
HMD,1,1,12/12/2018,23/08/2023
HMG,1,1,05/11/2021,23/08/2023
HMI,1,1,15/09/2010,22/08/2023
HMX,1,1,25/02/2003,23/08/2023
HMY,1,1,19/11/2020,23/08/2023
HNG,1,1,04/01/2000,21/08/2023
HNR,1,1,02/02/2012,23/08/2023
HOR,1,1,29/07/2010,23/08/2023
HPC,1,1,29/12/2021,23/08/2023
HPG,1,1,12/11/2020,23/08/2023
HPI,1,1,10/12/2013,23/08/2023
HPP,1,1,04/01/2000,23/08/2023
HPR,1,1,30/03/2007,23/08/2023
HRE,1,1,24/08/2022,23/08/2023
HRN,1,1,21/12/2016,23/08/2023
HRZ,1,1,04/01/2000,23/08/2023
HSN,1,1,01/06/2000,23/08/2023
HT8,1,1,04/01/2000,23/08/2023
HTA,1,1,04/01/2000,18/08/2023
HTG,1,1,12/05/2016,23/08/2023
HTM,1,1,23/01/2023,16/08/2023
HUB,1,1,05/07/2007,23/08/2023
HUM,1,1,12/12/2006,23/08/2023
HVM,1,1,23/01/2020,29/06/2023
HVN,1,1,04/01/2000,23/08/2023
HVY,1,1,14/09/2021,23/08/2023
HXG,1,1,30/10/2008,23/08/2023
HXL,1,1,01/12/2020,23/08/2023
HYD,1,1,11/05/2001,22/08/2023
HYT,1,1,02/12/2022,23/08/2023
HZN,1,1,04/01/2000,23/08/2023
HZR,1,1,02/12/2015,23/08/2023
IAG,1,1,08/08/2000,23/08/2023
IAM,1,1,07/01/2000,22/08/2023
IBC,1,1,04/01/2000,23/08/2023
IBG,1,1,16/08/2006,22/08/2023
IBX,1,1,22/06/2017,23/08/2023
ICE,1,1,04/01/2000,22/08/2023
ICG,1,1,19/06/2008,21/08/2023
ICI,1,1,04/02/2016,23/08/2023
ICL,1,1,14/04/2021,23/08/2023
ICN,1,1,04/01/2000,23/08/2023
ICR,1,1,25/05/2020,23/08/2023
ID8,1,1,17/10/2018,23/08/2023
IDA,1,1,29/09/2005,23/08/2023
IDT,1,1,04/01/2000,23/08/2023
IDX,1,1,21/10/2015,23/08/2023
IEC,1,1,04/07/2007,23/08/2023
IEL,1,1,26/11/2015,23/08/2023
IEQ,1,1,04/05/2023,04/05/2023
IFL,1,1,05/12/2003,23/08/2023
IFM,1,1,16/08/2000,23/08/2023
IFT,1,1,30/08/2010,23/08/2023
IG6,1,1,07/04/2022,23/08/2023
IGL,1,1,16/12/2015,23/08/2023
IGN,1,1,04/01/2000,23/08/2023
IGO,1,1,17/01/2002,23/08/2023
IHL,1,1,23/05/2007,23/08/2023
IIQ,1,1,04/01/2000,23/08/2023
IKE,1,1,31/05/2018,22/08/2023
ILA,1,1,13/04/2021,21/08/2023
ILT,1,1,30/06/2023,18/08/2023
ILU,1,1,04/01/2000,23/08/2023
IMA,1,1,04/07/2002,23/08/2023
IMB,1,1,04/01/2000,23/08/2023
IMC,1,1,04/01/2000,23/08/2023
IMD,1,1,04/01/2000,23/08/2023
IME,1,1,14/12/2005,21/08/2023
IMI,1,1,29/12/2021,23/08/2023
IMM,1,1,04/01/2000,23/08/2023
IMR,1,1,30/08/2019,23/08/2023
IMU,1,1,04/01/2000,23/08/2023
INA,1,1,29/09/2005,23/08/2023
IND,1,1,04/01/2000,23/08/2023
INF,1,1,15/04/2011,23/08/2023
ING,1,1,07/11/2016,23/08/2023
INL,1,1,22/02/2019,02/08/2023
INP,1,1,09/09/2014,17/08/2023
INR,1,1,19/12/2007,23/08/2023
INV,1,1,21/04/2005,22/08/2023
IOD,1,1,18/11/2003,23/08/2023
IOU,1,1,12/10/2000,13/03/2023
IPB,1,1,30/04/2013,18/08/2023
IPC,1,1,24/10/2002,06/07/2023
IPD,1,1,24/10/2007,23/08/2023
IPG,1,1,29/12/2021,23/08/2023
IPH,1,1,19/11/2014,23/08/2023
IPL,1,1,28/07/2003,23/08/2023
IPT,1,1,29/11/2006,23/08/2023
IPX,1,1,16/04/2018,23/08/2023
IR1,1,1,23/09/2021,23/08/2023
IRD,1,1,12/06/2008,23/08/2023
IRE,1,1,03/11/2000,23/08/2023
IRI,1,1,13/12/2000,23/08/2023
IRX,1,1,11/01/2017,23/08/2023
IS3,1,1,30/03/2017,31/07/2023
ITM,1,1,21/10/2021,23/08/2023
IVC,1,1,04/12/2003,23/08/2023
IVO,0,0,,
IVR,0,0,,
IVT,1,1,05/01/2000,23/08/2023
IVX,1,1,15/02/2010,23/08/2023
IVZ,1,1,19/01/2012,23/08/2023
IXC,1,1,05/07/2019,23/08/2023
IXR,1,1,04/01/2000,23/08/2023
IXU,1,1,15/11/2017,23/08/2023
JAL,1,1,18/12/2007,18/08/2023
JAN,1,1,21/12/2017,23/08/2023
JAT,1,1,30/01/2008,23/08/2023
JAV,1,1,09/10/2012,21/08/2023
JAY,1,1,29/01/2018,23/08/2023
JBH,1,1,23/10/2003,23/08/2023
JCS,1,1,08/12/2000,23/08/2023
JDO,1,1,01/11/2021,23/08/2023
JGH,1,1,04/10/2021,23/08/2023
JHG,1,1,27/10/2008,23/08/2023
JHX,1,1,04/01/2000,23/08/2023
JIN,1,1,04/01/2000,23/08/2023
JLG,1,1,26/10/2017,23/08/2023
JMS,1,1,18/04/2018,23/08/2023
JNO,1,1,14/05/2021,22/08/2023
JPR,1,1,12/11/2003,17/08/2023
JRL,1,1,11/07/2002,22/08/2023
JRV,1,1,04/01/2000,23/08/2023
JTL,1,1,17/12/2015,23/08/2023
JXT,1,1,21/09/2010,23/08/2023
JYC,1,1,04/01/2000,18/08/2023
K2F,1,1,19/02/2008,15/08/2023
KAI,1,1,04/01/2000,23/08/2023
KAL,1,1,20/04/2005,23/08/2023
