Symbol,Security_id,Error_code
HGH,0P0001EWLQ,100
HGL,0P00006WKU,100
HGO,0P00006WKJ,100
HGV,0P000153AC,100
HHR,0P0001MKA4,100
HIL,,404
HIO,0P0000A0YP,100
HIQ,0P0001MP60,100
HIT,0P00006WKG,100
HLA,0P0001EHN2,100
HLI,0P00012ZY8,100
HLO,0P00006WMK,100
HLS,0P00006WTU,100
HLX,0P00006WK9,100
HM1,0P0001F1ZP,100
HMC,0P0001O4MF,100
HMD,0P0001F62K,100
HMG,0P0001NNEH,100
HMI,0P0001MC4R,100
HMX,0P00006WPD,100
HMY,0P0001L5LX,100
HNG,0P00006WJR,100
HNR,0P00006Y0H,100
HOR,0P0000P7P8,100
HPC,0P0001O0Y1,100
HPG,0P0001L2OO,100
HPI,0P00011GWV,100
HPP,0P00006WC4,100
HPR,0P0000A1ME,100
HRE,0P0001PM6F,100
HRN,0P00019E9T,100
HRZ,0P00006WM5,100
HSN,0P00006WJY,100
HT8,0P00006WYJ,100
HTA,,100
HTG,0P00017VGV,100
HTM,0P0001QBHR,100
HUB,0P0000A140,100
HUM,0P00009Y0Q,100
HVM,0P0001IXMK,100
HVN,0P00006WK4,100
HVY,0P0001NA1N,100
HXG,0P0000HR5R,100
HXL,0P0001L81X,100
HYD,0P00006WW0,100
HYT,0P00006XVT,100
HZN,0P00006WKR,100
HZR,0P000171FJ,100
IAG,0P00006WLV,100
IAM,0P00006WUH,100
IBC,0P0000PWGA,100
IBG,0P00006Y1H,100
IBX,0P0001AJO3,100
ICE,0P0001IWRI,100
ICG,0P0000FTSX,100
ICI,0P00016MSV,100
ICL,0P0001M4HW,100
ICN,0P00006WLE,100
ICR,0P0001JZ14,100
ID8,0P0001EKAU,100
IDA,0P00006WJ6,100
IDT,0P00006WLU,100
IDX,0P00016RX0,100
IEC,0P0000A1NA,100
IEL,0P000170FJ,100
IEQ,0P00006WM8,100
IFL,0P00006WL8,100
IFM,0P00006WLS,100
IFT,0P0000SP1L,100
IG6,0P0001OR11,100
IGL,0P0001738N,100
IGN,0P00006WCR,100
IGO,0P00006WLN,100
IHL,0P0000A1H3,100
IIQ,0P00006WHA,100
IKE,0P000197Z3,100
ILA,0P0001M3JG,100
ILT,0P0001R7W3,100
ILU,0P00006WLF,100
IMA,0P00006WLG,100
IMB,0P00006Y3X,100
IMC,0P00006W8G,100
IMD,0P00006WLH,100
IME,0P00006XUW,100
IMI,0P0001O1SM,100
IMM,0P00006WTT,100
IMR,0P0001IC2Z,100
IMU,0P00006WLL,100
INA,0P0000WB4H,100
IND,0P0001MWKQ,100
INF,0P0000SV9G,100
ING,0P000195ED,100
INL,0P0001FKOV,100
INP,0P000146BR,100
INR,0P0000A1JH,100
INV,0P00006WM9,100
IOD,0P00006Y4V,100
IOU,0P00006WRG,100
IPB,0P0000YK17,100
IPC,0P00006WAS,100
IPD,0P0000A1IS,100
IPG,0P0001O3UZ,100
IPH,0P00014MBL,100
IPL,0P00006WLM,100
IPT,0P0000A1IN,100
IPX,0P0001BVEF,100
IR1,0P0001N9NP,100
IRD,0P0000FTT7,100
IRE,0P00006WMB,100
IRI,0P00006WM0,100
IRX,0P00019A4I,100
IS3,0P00019HNH,100
ITM,0P0001NKHR,100
IVC,0P00006WMA,100
IVO,,404
IVR,,404
IVT,0P00006WJL,100
IVX,0P0000MQTW,100
IVZ,0P0000V0CI,100
IXC,0P0001HYSP,100
IXR,0P00006WHJ,100
IXU,0P0001C29M,100
JAL,0P0000A1IB,100
JAN,0P00006WJW,100
JAT,,404
JAV,0P0000WUNV,100
JAY,0P0001CH94,100
JBH,0P00006WMC,100
JCS,0P00006WXY,100
JDO,0P0001NNEJ,100
JGH,0P00006WL2,100
JHG,0P00006WKA,100
JHX,0P00006WMI,100
JIN,0P00006WMQ,100
JLG,0P0001BU4U,100
JMS,0P0001D4SW,100
JNO,0P0001LY3W,100
JPR,0P00006Y1K,100
JRL,0P00006WML,100
JRV,0P00006WMJ,100
JTL,0P000174S1,100
JXT,0P0000PX5R,100
JYC,0P00006WMO,100
K2F,0P0000A0X6,100
KAI,0P00006Y35,100
KAL,0P0001NQRL,100
KAM,0P0000A1I6,100
KAR,0P00006Y1O,100
KAT,0P00011J53,100
KAU,0P0001JBP0,100
KBC,0P00006WOO,100
KCC,0P0001M0YS,100
KCN,0P00006WN2,100
KDY,0P00006XZW,100
KED,0P0001MLHS,100
KEY,0P0000A1HU,100
KFM,0P0001LAN1,100
KGD,0P0000RTFO,100
KGL,0P00006Y1Q,100
KGN,0P00018BJE,100
KIL,0P00006Y6M,100
KIN,0P0000X6GV,100
KKC,0P0001ITHK,100
KKO,0P0000TNY4,100
KLI,0P0001OB86,100
KLL,0P00019GXX,100
KLO,,404
KLR,0P00006WRM,100
KLS,0P0000ZR3M,100
KMD,0P0000MQU1,100
KME,0P00006WN3,100
KNB,0P0001N6KT,100
KNG,0P0001P7R8,100
KNI,0P0001N52W,100
KNM,0P00006WO5,100
KNO,0P00016N2T,100
KOB,0P0001ONFZ,100
KOR,0P00006Y1S,100
KOV,0P00006WN5,100
KP2,0P0001C2KL,100
KPG,0P0001AO81,100
KPO,0P00006X1G,100
KRM,0P0000A0YD,100
KRR,0P0000A11D,100
KSC,0P00006WMS,100
KSL,0P00016ECN,100
KSN,0P00006WYQ,100
KSS,,404
KTA,0P0000XMMN,100
KTG,0P0000X4QQ,100
KYP,0P00016HNL,100
KZA,0P00006WR6,100
KZR,0P000198ZD,100
L1M,0P0001Q331,100
LAM,0P0000Y4GL,100
LAU,0P00006WNO,100
LAW,0P00006Y7P,100
LBL,0P0000A1HM,100
LBT,0P00006Y1T,100
LCE,0P00006WNU,100
LCL,0P0000A0YX,100
LCT,,404
LCY,0P0000FTT6,100
LDR,0P0001MTJU,100
LDX,0P0001MTXK,100
LEG,0P00006WNE,100
LEL,0P0001MHXS,100
LEX,0P00006X0H,100
LFG,,100
LFS,0P0001IL79,100
LGI,0P0001PTRR,100
LGL,0P0001M1IA,100
LGM,0P0001N5XI,100
LGP,0P0001J7PT,100
LHM,0P00006XUH,100
LIC,0P00006WQ8,100
LIN,0P00006Y20,100
LIO,0P00006WNP,100
LIS,0P0001NEL0,100
LIT,0P0000A111,100
LKE,0P00006WN9,100
LKO,0P00006WNA,100
LKY,0P0001MV2I,100
LLC,0P00006WNH,100
LLI,0P0001MNX3,100
LLL,0P0001P9KA,100
LLO,0P0000ZR9A,100
LM1,0P0001QKN8,100
LM8,0P0001MOS7,100
LMG,0P00006WNC,100
LML,0P0000A1HK,100
LNK,0P00016U95,100
LNR,0P00006XZF,100
LNU,0P0000TM7I,100
LNW,0P0001R0GH,100
LOM,0P0000A1HI,100
LOT,0P0000J5WL,100
LOV,0P000152D4,100
LPD,0P00006XUJ,100
LPE,0P0000UHFW,100
LPI,0P000185GW,100
LPM,0P0001OWD7,100
LRD,0P0001OQY1,100
LRK,0P00006Y3J,100
LRL,0P00006Y37,100
LRS,0P0000PX5Q,100
LRT,0P0001DK8J,100
LRV,0P0001O0BP,100
LSA,0P00006WZT,100
LSF,0P0001D6HW,100
LSR,0P0000A1HD,100
LSX,0P0000Y81G,100
LTR,0P0000A1HC,100
LU7,0P0000U9IB,100
LV1,0P0001L9AQ,100
LVE,0P00014ZZ8,100
LVH,0P000185TD,100
LVT,0P00006WYS,100
LYC,0P00006WO1,100
LYK,0P0001NLFV,100
LYL,0P00006WO0,100
LYN,0P0001NSU9,100
M24,0P0001LL3N,100
M2M,0P0001N7PE,100
M2R,0P0001KVKJ,100
M3M,0P0001MZBG,100
M4M,0P00006WBS,100
M7T,0P00006Y6P,100
M8S,0P0001IVSK,100
MAD,0P0001IH49,100
MAF,0P0001A3XU,100
MAG,0P0001A166,100
MAH,0P00006WOA,100
MAM,0P0001D6V3,100
MAN,0P00006Y3L,100
MAP,0P0001OS40,100
MAQ,0P00006WOE,100
MAT,0P00006Y1N,100
MAU,0P0000A0Z8,100
MAUCA,0P0000P8FL,100
MAY,0P00006Y2Z,100
MBH,0P00006Y1J,100
MBK,0P0000T3CX,100
MBX,0P0001O8MY,100
MCA,0P0000SRUK,100
MCE,0P0000MQTR,100
MCL,0P0001IWI4,100
MCM,0P00006WIG,100
MCP,0P00006WOX,100
MCT,0P00006Y5E,100
MCX,0P00006Y2J,100
MCY,0P0000YIA8,100
MDC,0P000162ZQ,100
MDI,0P0000RYUT,100
MDR,0P0000TCVS,100
MDX,0P00006Y32,100
ME1,0P00018V2J,100
MEA,0P000173NC,100
MEB,0P00006WB3,100
MEC,0P0001AET1,100
MEG,0P0001KYKB,100
MEI,0P00006Y2Y,100
MEL,0P00007Z6X,100
MEM,0P0000A11G,100
MEU,0P0000A0YA,100
MEZ,0P0000ZT98,100
MFD,0P0001976L,100
MFF,0P0000PWGQ,100
MFG,0P0000A0Z2,100
MGA,0P0001PB4S,100
MGF,0P0001L85P,100
MGH,0P0001L8TJ,100
MGL,0P00006W7I,100
MGR,0P00009Y17,100
MGT,0P00006Y6J,100
MGU,0P00006WOK,100
MGV,0P0000SPH9,100
MGX,0P00006WQ2,100
MHC,0P0000A1OG,100
MHI,0P00006WP4,100
MHJ,0P000188J3,100
MHK,0P0001IVSJ,100
MI6,0P0001NGFX,100
MIH,,404
MIL,0P00016YXH,100
MIN,0P00006Y34,100
MIO,0P0001IVCQ,100
MIR,0P0000PWGD,100
MKG,0P0001CXJ4,100
MKL,0P0001M65W,100
MKR,0P0001AHBC,100
MLG,0P0001MBE5,100
MLM,0P00006Y2W,100
MLS,0P00006Y2X,100
MLX,0P00006WBH,100
MM1,0P0001N7E8,100
MM8,0P0001LYZA,100
MMA,0P0001OXRP,100
MMC,0P0001N7ID,100
MME,0P0001IW3J,100
MMI,0P0000MQTP,100
MMM,0P0001DW4T,100
MMR,0P00006Y2A,100
MMS,0P00006Y2N,100
MNB,0P0000Q2GY,100
MND,0P00006WPT,100
MNS,0P00006Y89,100
MOB,0P0001AE3D,100
MOH,0P0001EOM8,100
MOM,0P00006W7F,100
MOT,0P0001HEI3,100
MOV,0P0001PC07,100
MOZ,0P00006WQY,100
MP1,0P000176AO,100
MPA,0P0001LZPH,100
MPG,0P0001OK6E,100
MPL,0P00014IG3,100
MPP,0P00013SOX,100
MPR,0P00006WYV,100
MPX,0P00014Z8H,100
MQG,0P00006WOC,100
MQR,0P00019USH,100
MRC,0P00006WPJ,100
MRD,0P00006XTK,100
MRI,0P0001O3V5,100
MRL,0P0001BJN3,100
MRM,0P00006WP5,100
MRQ,0P0000TE36,100
MRR,0P0000UI14,100
MRZ,0P0001HFAV,100
MSB,0P00006Y2V,100
MSG,0P0000UQ16,100
MSI,0P00006WQ3,100
MSV,0P0000TRTK,100
MTB,0P00006WQ1,100
MTC,0P00019KKI,100
MTH,0P00006Y3A,100
MTM,0P0001MXBW,100
MTO,0P00017PWW,100
MTS,0P00006WP9,100
MVF,0P00013EGM,100
MVL,0P00017TZM,100
MVP,0P00006Y2Q,100
MWY,0P00019BM9,100
MX1,0P0001746W,100
MXC,0P0000A1J8,100
MXI,0P00006WOU,100
MXO,0P0000SPHC,100
MXR,0P00006Y2M,100
MXT,0P0001BRM2,100
MYE,0P0000NQD8,100
MYG,0P00006W7Z,100
MYR,0P0000MPER,100
MYS,0P0000NIOD,100
MYX,0P0000A1J4,100
MZZ,0P00019V3Q,100
N1H,0P00017MSI,100
NAB,0P00006WQA,100
NAC,0P00014M2E,100
NAE,0P00006Y3V,100
NAG,0P00006Y4T,100
NAM,0P00006WQ9,100
NAN,0P0000A113,100
NBI,0P0001EO1R,100
NC1,0P0001O8QQ,100
NC6,0P0001BT28,100
NCC,0P0000YRKY,100
NCK,0P00006WQU,100
NCM,0P00006WQO,100
NCR,0P00006WYH,100
NEC,0P00011FO1,100
NES,0P0000G1K6,100
NET,0P0000PVPL,100
NEU,0P00006Y3T,100
NFL,0P0001ONCK,100
NGE,0P0000A119,100
NGI,0P00006Y0E,100
NGL,0P0001PXPC,100
NGS,0P0001KYK5,100
NGX,0P0001QRA2,100
NGY,0P00006WQK,100
NHC,0P00006WQL,100
NHE,0P0001OSH3,100
NHF,0P0000A11C,100
NIC,0P0001E1YO,100
NIM,0P0001NTS8,100
NIS,0P0001NHAE,100
NKL,0P0001MDFK,100
NME,0P0000A11E,100
NML,0P0000SGYJ,100
NMR,0P0001L1RK,100
NMT,0P00006WV1,100
NNG,0P0001LIXF,100
NNL,0P0001P5HA,100
NOL,0P0001MZ5D,100
NOR,0P00006WPU,100
NOU,0P00006WX9,100
NOV,0P000179Y6,100
NOX,0P0001877F,100
NPM,0P0000SUH5,100
NPR,0P0001O0BQ,100
NRX,0P0001BQU1,100
NRZ,0P00006Y2H,100
NSB,0P0001DK3E,100
NSC,0P0000PWG4,100
NSM,0P0001KPAZ,100
NSR,0P0000UW96,100
NST,0P00006Y45,100
NSX,0P00006Y3P,100
NTD,0P0001CDNI,100
NTI,0P00018PZS,100
NTL,0P00006WKD,100
NTM,0P00006Y62,100
NTU,0P0000A11H,100
NUC,0P0001IV36,100
NUF,0P00006WR7,100
NUH,0P0000N45B,100
NVA,0P00006WUE,100
NVU,0P0001EWLL,100
NVX,0P000172OE,100
NWC,0P00006XXD,100
NWF,0P0000WCJ2,100
NWH,0P0000A11K,100
NWL,0P0001C8UR,100
NWM,0P0001EVVF,100
NWS,0P0000YZNW,100
NWSLV,0P0000YZNV,100
NXD,0P0000J33O,100
NXG,0P0001MTXF,100
NXL,0P0001L9DP,100
NXM,0P0000A1J6,100
NXS,0P0001H9ZX,100
NXT,0P0000RYF6,100
NYM,0P0001OTGO,100
NYR,0P0001J2QK,100
NZK,0P00018WF1,100
NZM,0P00018876,100
NZO,0P00006WQN,100
NZS,0P0000A1OE,100
OAK,0P0000A1OD,100
OAR,0P00006XZT,100
OAU,0P00006WZK,100
OBL,0P00006WL6,100
OBM,0P00006Y3E,100
OCA,0P0001AFGS,100
OCC,0P00013NPU,100
OCL,0P00006WRF,100
OCN,0P0001P6AQ,100
OCT,0P0001PPVK,100
OD6,0P0001PA4M,100
ODA,0P00006WX6,100
ODM,0P0000O4ZN,100
ODY,0P00006Y4D,100
OEC,0P00006WRT,100
OEL,0P00006Y4O,100
OEQ,0P0000PWGE,100
OFX,0P0000ZQ4P,100
OIL,0P00006WRS,100
OJC,0P0000VOEC,100
OKJ,0P0000FTTE,100
OKR,0P0001BIEU,100
OLH,0P00006WRK,100
OLI,0P0001ALZ3,100
OLL,0P0001IUW0,100
OLY,0P0001BJDY,100
OM1,0P0001OLVZ,100
OMA,0P0001PUMV,100
OMH,0P00006WRC,100
OML,0P00015223,100
OMX,0P0001NVCL,100
ONE,0P00017MRP,100
OOK,0P00006W7H,100
OPA,,404
OPH,0P0001FION,100
OPL,0P00006WPV,100
OPN,0P0001MYUG,100
OPT,0P00006WDR,100
OPY,,404
ORA,0P00011FNI,100
ORG,0P00006WRX,100
ORI,0P00006WRW,100
ORM,0P0000A12P,100
ORN,0P00006WJ5,100
ORR,0P0000TQE6,100
OSL,0P00006Y3U,100
OSM,0P0001OTTR,100
OSX,0P0001IFZA,100
OXT,0P0001OBF1,100
OZM,0P0001LMEO,100
OZZ,0P0001MTXL,100
PAA,0P00006WT6,100
PAB,0P0000A120,100
PAC,0P00006X07,100
PAI,0P00016MSU,100
PAM,0P0001KR1N,100
PAN,0P00006WW6,100
PAR,0P000153AB,100
PAT,0P0001Q6YR,100
PBH,0P0001HQVL,100
PBL,0P0001NSLF,100
PBP,0P0000A121,100
PCG,0P00006WKW,100
PCI,0P0001HZ53,100
PCK,0P0000VNW7,100
PCL,0P00006WSK,100
PDI,0P0000RVVB,100
PDN,0P00006WSE,100
PE1,0P0001HFD9,100
PEB,0P0001NF2N,100
PEC,0P0000XF8D,100
PEK,0P0000A126,100
PEN,0P00006WST,100
PET,0P00006WT9,100
PEX,0P0000A128,100
PFE,0P0001N0G4,100
PFG,0P0000A12A,100
PFP,0P0001C968,100
PFT,0P00006WEA,100
PGC,0P00006WDV,100
PGD,0P0001LYEO,100
PGF,0P00011Q69,100
PGG,0P0001IT16,100
PGH,0P00011J35,100
PGL,0P0001HQGW,100
PGM,0P00006Y5C,100
PGO,0P0001MV2J,100
PGY,0P00006XZ2,100
PH2,0P0001PGJA,100
PHL,0P0001M4DD,100
PHO,0P0000MQTJ,100
PIA,0P0000PWGO,100
PIC,0P00015ID4,100
PIL,0P0000FTT0,100
PIM,0P0001ON4H,100
PIQ,0P000151K6,100
PKD,0P0001CC1L,100
PKO,0P0000MQTO,100
PL3,0P0001Q8XA,100
PL8,0P0001ADVK,100
PLG,0P0001N9SO,100
PLL,0P00006X1B,100
PLS,0P0000A1H8,100
PLT,0P0001KR1J,100
PLY,0P0001LD53,100
PMC,0P0000PWGT,100
PME,0P00006WTX,100
PMT,0P0001Q75O,100
PMV,0P00006WTS,100
PNC,0P0001304Q,100
PNI,0P0000A0US,100
PNM,0P00006WOL,100
PNN,0P00006Y50,100
PNR,0P00006WDQ,100
PNT,0P0001O0Y2,100
PNV,0P00006WP6,100
PNX,0P0000A0X5,100
PO3,0P0000RYUY,100
POD,0P0001CQ1O,100
POL,0P0001MSDB,100
POS,0P00006WQT,100
POW,0P0000A1GS,100
PPC,0P00006WSQ,100
PPE,0P0001C8WH,100
PPG,0P00006Y4R,100
PPK,0P00006WS5,100
PPL,0P00016ALQ,100
PPM,0P0001MJCI,100
PPS,0P00006Y5F,100
PPT,0P00006WT0,100
PPY,0P00006Y4U,100
PR1,0P0001OOC9,100
PRL,0P00006XUX,100
PRM,0P00006WY7,100
PRN,0P00006W9B,100
PRO,0P00006WU3,100
PRS,0P0001L7X1,100
PRT,0P00006WTW,100
PRU,0P00006Y51,100
PRX,0P00006XTE,100
PSC,0P0000MQTU,100
PSI,0P0001759U,100
PSL,0P00006Y8D,100
PSQ,0P00014O00,100
PTL,0P00006WYP,100
PTM,0P00009Y1H,100
PTR,0P00006Y53,100
PTX,0P00006X11,100
PUA,0P00006Y0O,100
PUR,0P0000GBAD,100
PV1,0P00006Y8U,100
PVE,0P00006WTH,100
PVL,0P00018QIE,100
PVS,0P0001DVLZ,100
PVT,0P0001D25T,100
PVW,0P0001LOI3,100
PWH,0P000170QK,100
PWN,0P0000SVF6,100
PWR,0P0001M9RU,100
PXA,0P0001MT1H,100
PXS,0P00006WT7,100
PXX,0P0001850Q,100
PYC,0P00006Y55,100
QAL,0P0001O49N,100
QAN,0P00006WUB,100
QBE,0P00006WU7,100
QEM,0P0001EKKG,100
QFE,0P0001HX09,100
QGL,0P00011KD1,100
QHL,0P00006Y5T,100
QIP,0P00018LI4,100
QML,0P0001MD0H,100
QOR,0P00018K2E,100
QPM,0P0000D6CR,100
QRI,0P0001FDW0,100
QUB,0P0000A1HT,100
QUE,0P00006WUJ,100
QVE,0P00014MX7,100
QXR,0P0000SB00,100
R3D,0P00006Y8I,100
R8R,0P0001PC2L,100
RAC,0P00018BYZ,100
RAD,0P0001NXWJ,100
RAG,0P00006XY3,100
RAN,0P00018E9B,100
RAS,0P0000O89D,100
RB6,0P0001O10K,100
RBD,0P0001BOZC,100
RBL,0P0001816T,100
RBR,0P0000A12R,100
RBX,0P0001MW7D,100
RC1,0P00006Y07,100
RCE,0P00016R84,100
RCL,0P0001CNXQ,100
RCR,0P0001LDPE,100
RCT,0P00009Y1K,100
RCW,0P0001BLIJ,100
RDG,0P0000SY1W,100
RDM,0P00006Y60,100
RDN,0P00006WP1,100
RDS,0P00006Y63,100
RDX,0P0001R6JP,100
RDY,0P0001H9MM,100
REA,0P00006X2Q,100
REC,0P0001NGZA,100
RED,0P00006WUX,100
REE,0P0000A1KN,100
REG,0P0000BI9U,100
REH,0P00006WV0,100
REM,0P0001NIJI,100
REP,0P0001NLA9,100
REX,0P00006WV4,100
REY,0P00006Y6D,100
REZ,0P00006Y5X,100
RF1,0P0001HV6J,100
RFA,0P0001C5WN,100
RFF,0P00012HH6,100
RFG,0P00006Y6B,100
RFT,0P00006WL3,100
RFX,0P0000RYFE,100
RG8,0P0001ISDQ,100
RGI,0P00019K0K,100
RGL,0P0001BKN2,100
RGN,0P0000X6T2,100
RGS,0P0000ZJ5Y,100
RHC,0P00006WUP,100
RHI,0P00006Y5Z,100
RHK,0P00006XZC,100
RHT,0P00006WV8,100
RHY,0P0001CCD6,100
RIC,0P00006WVF,100
RIE,0P0000S0G3,100
RIM,0P00006WVG,100
RIO,0P00006WVI,100
RKN,0P00006WUV,100
RKT,0P0001DBKC,100
RLC,0P0000A12V,100
RLF,0P0001OT2E,100
RLG,0P00018U6Y,100
RLT,0P0001HP49,100
RMC,0P00006WKP,100
RMD,0P00006Y68,100
RMI,0P00006WV9,100
RML,0P0001BHI2,100
RMS,0P00006WUO,100
RMX,0P0000TPN7,100
RMY,0P0001DVV0,100
RND,0P00006WUQ,100
RNE,0P00006WIP,100
RNO,0P0000A1JA,100
RNT,0P00006WWL,100
RNU,0P0000RYUU,100
RNX,0P0000A11Y,100
ROC,0P0001NYBL,100
ROG,0P0000A12Y,100
RON,0P0001O1ST,100
ROO,,404
RPG,0P00006WUT,100
RPL,0P0001HSSF,100
RPM,0P00006X2F,100
RR1,0P00006WDG,100
RRL,0P0000NK8A,100
RRR,0P0001ND1U,100
RSG,0P00006WV7,100
RSH,0P0000A1HO,100
RTE,,404
RTG,0P00013BKP,100
RTH,0P0001NTSQ,100
RTR,0P0000TE3C,100
RUL,0P0000FWXA,100
RVR,,404
RVS,0P0001F62J,100
RVT,0P0001Q37C,100
RWC,0P00017TZK,100
RWD,0P00006WVD,100
RWL,0P0001N7HX,100
RXH,0P00014D07,100
RXL,0P00006Y6I,100
RXM,0P0000A135,100
RYD,0P00016QAJ,100
RZI,0P0001DJR7,100
S2R,0P00016NM7,100
S32,0P0001608R,100
S3N,0P0001OFBQ,100
S66,0P0001D9UO,100
SAN,0P0000UWB3,100
SAU,0P00006Y76,100
SB2,0P0001MP61,100
SBM,0P00006WXN,100
SBR,0P00006WW3,100
SBW,0P0001EVQO,100
SCG,0P0000RYFB,100
SCL,0P0000G6QN,100
SCN,0P0000A12M,100
SCT,0P0001ABI2,100
SDF,0P0000Z82C,100
SDG,0P00006WYC,100
SDI,0P00006WVU,100
SDR,0P0001NPHJ,100
SDV,0P00006WLW,100
SE1,0P00019HNG,100
SEC,0P0001CBNO,100
SEG,0P00006WSA,100
SEK,0P00006WWJ,100
SEN,0P00006WWN,100
SEQ,0P00006WOY,100
SER,0P00006WGC,100
SES,0P00006WCX,100
SFC,0P00006WWF,100
SFG,0P00006WCG,100
SFM,0P0000TE33,100
SFR,0P00006Y6Q,100
SFX,0P0000RXMJ,100
SGA,0P0001OS42,100
SGC,0P00006XV0,100
SGF,0P00012B25,100
SGI,0P0001EKAV,100
SGLLV,0P0001H71L,100
SGM,0P00006Y71,100
SGP,0P00009Y1R,100
SGQ,0P0000Q43Z,100
SGR,0P0000TE32,100
SHA,0P0001O3UY,100
SHE,0P00006Y0G,100
SHG,0P0001LM3T,100
SHJ,0P0000YU0E,100
SHL,0P00006WXE,100
SHM,0P000169B1,100
SHN,0P00006WSR,100
SHO,0P0000FTTG,100
SHP,0P00018TCK,100
SHV,0P00006WWK,100
SI6,0P0000A1LG,100
SIG,0P00006WWU,100
SIH,0P00006Y4N,100
SIO,0P00014MBM,100
SIQ,0P00013KY8,100
SIS,0P0001CQJX,100
SIT,0P00006WX5,100
SIV,0P00006Y6Z,100
SIX,0P0000FYIX,100
SKC,0P00006WX4,100
SKF,0P00006XZA,100
SKN,0P00017IER,100
SKO,0P0001DKPS,100
SKS,0P00006WXW,100
SKT,0P00006Y72,100
SKY,0P00006WTC,100
SLA,0P0001LCIZ,100
SLB,0P0001OOFA,100
SLC,0P0001630U,100
SLH,0P0001MVFZ,100
SLM,0P0001O6JY,100
SLR,0P0000A0Y3,100
SLS,0P0001OXRQ,100
SLX,0P00006WWV,100
SLZ,0P0001E386,100
SM1,0P000198QG,100
SMI,0P0000YV0I,100
SMN,0P00006WY3,100
SMP,0P0000ZFA6,100
SMR,0P0000NJ6W,100
SMS,0P0001NAOH,100
SNC,0P00011OUQ,100
SND,0P0000A1GN,100
SNG,0P0001KU0I,100
SNL,0P00006WYI,100
SNS,0P0000A1L7,100
SNX,0P0001OZOO,100
SNZ,0P0000Z5AW,100
SOC,0P0001Q9XK,100
SOL,0P00006X1H,100
SOM,0P00006WXD,100
SOP,0P00006WYR,100
SOR,0P0000TP1P,100
SOV,0P0001LAL7,100
SP3,0P0001BEZB,100
SP8,0P00006WIR,100
SPA,0P00006Y2B,100
SPD,0P0001P64B,100
SPK,0P00006WZC,100
SPL,0P00006WXR,100
SPN,0P0001L3H1,100
SPQ,0P0000A0Y2,100
SPT,0P0001FLOR,100
SPX,0P00006WTR,100
SPZ,0P0000A14G,100
SQ2,0P0001O94Q,100
SQX,0P0001QECJ,100
SRG,0P0000A13R,100
SRH,0P00006WW4,100
SRI,0P00006WX0,100
SRJ,0P0001KQ3V,100
SRK,0P00006WY2,100
SRL,0P0000A0YO,100
SRN,0P00006XZM,100
SRR,0P0001OYWL,100
SRT,0P0001MKAV,100
SRV,0P00006WWO,100
